row_number,labels,labels_predict
222,0.47253781385722193,0
223,0.2601606995528148,0
224,0.5855362189017763,1
225,0.21120534893829185,0
226,0.448432974636488,0
227,0.2622559886498248,0
228,0.3088821473264638,0
229,0.5324924360395665,1
230,0.5156353218997276,1
231,0.47031767994047347,0
232,0.5893374162959742,1
233,0.6050838100495576,1
234,0.4092356197749403,0
235,0.14348546367066772,0
236,0.6984158022143238,1
237,0.5171135729565711,1
238,0.492625117794833,0
239,0.6218698091123916,1
240,0.4413098016142161,0
241,0.6272433699688197,1
242,0.7524202331631034,1
243,0.7104246194915186,1
244,0.6881034508048353,1
245,0.34606202054411533,0
246,0.4024451183044498,0
247,0.5966840744205019,1
248,0.15406633270429726,0
249,0.5997455973528917,1
250,0.37496050692237337,0
251,0.5786037846500308,1
252,0.2259976345417092,0
253,0.12483734747019351,0
254,0.4305655622965637,0
255,0.2036798510172753,0
256,0.5613133173734319,1
257,0.8372251508206627,1
258,0.44454207035452364,0
259,0.6578692743834869,1
260,0.38176353779059014,0
261,0.3726042888048467,0
262,0.5221841021382171,1
263,0.4024314362952087,0
264,0.4763260709647857,0
265,0.48713440847530226,0
266,0.43339118887422157,0
267,0.23631308735624143,0
268,0.6952244403947484,1
269,0.23638332956316582,0
270,0.3997332878668402,0
271,0.3430924148732926,0
272,0.7335607531355663,1
273,0.4005607172757773,0
274,0.34514646918864694,0
275,0.5221001235499433,1
276,0.6951235430860522,1
277,0.4616322368072828,0
278,0.5747376315968051,1
279,0.7000829377091513,1
280,0.5910803201821768,1
281,0.5479535020742804,1
282,0.4781812847119248,0
283,0.6928835348811492,1
284,0.7472072257568134,1
285,0.5817417576261871,1
286,0.2743654499750706,0
287,0.5124795007886619,1
288,0.3081699460551658,0
289,0.4284303360060488,0
290,0.6268385231173914,1
291,0.2982301620561261,0
292,0.3833952855798386,0
293,0.5998116665184402,1
294,0.7822833531333192,1
295,0.6380061973967073,1
296,0.6226901519776498,1
297,0.42275263480886144,0
298,0.5819302637876814,1
299,0.48243448022823243,0
300,0.2499901149442588,0
301,0.7728040214998908,1
302,0.47448903401369474,0
303,0.6830394698410857,1
304,0.5600369704216568,1
305,0.5541628808481862,1
306,0.3272302081250456,0
307,0.13788060550454315,0
308,0.6315548779557951,1
309,0.6875961902082602,1
310,0.6079363203511187,1
311,0.4233718717456362,0
312,0.7591556040095562,1
313,0.32574262810831245,0
314,0.42852671682558213,0
315,0.6214243593928254,1
316,0.6865522961409634,1
317,0.46122312437828317,0
318,0.435746235933005,0
319,0.5279066717321133,1
320,0.3635552939740254,0
321,0.7038077696244216,1
322,0.3423020757367784,0
323,0.40064381489529616,0
324,0.3742405283905067,0
325,0.5846196661738399,1
326,0.46454689538085425,0
327,0.5932467746422656,1
328,0.5200135580952348,1
329,0.5413225009856617,1
330,0.414890001926971,0
331,0.6350128511021961,1
332,0.790059780634806,1
333,0.287958800907072,0
334,0.6540180916185943,1
335,0.5000742595031528,1
336,0.5151997304709062,1
337,0.7892857891181522,1
338,0.56868279397175,1
339,0.5276060867485639,1
340,0.6403149377702663,1
341,0.6952162519515607,1
342,0.5403587141379242,1
343,0.27404930211687967,0
344,0.09459066195988536,0
345,0.46869927626825786,0
346,0.3788445032528389,0
347,0.5596771312001895,1
348,0.3094686166365784,0
349,0.6358374458610917,1
350,0.45415880582459567,0
351,0.251701439409053,0
352,0.6563427376050043,1
353,0.3708814465660809,0
354,0.23846337144183455,0
355,0.2643267693855046,0
356,0.5562031611280054,1
357,0.2827459175094113,0
358,0.6458541083878288,1
359,0.1706883262325905,0
360,0.4354918226597854,0
361,0.5616958620287488,1
362,0.3886343794078987,0
363,0.6672486125799165,1
364,0.5885056970548456,1
365,0.5411121514810705,1
366,0.3569443094754147,0
367,0.47714534251270335,0
368,0.4090915853437086,0
369,0.5139750706800095,1
370,0.5935218784077254,1
371,0.6468832492612379,1
372,0.42241642838866444,0
373,0.32541028572629455,0
374,0.3025750784386697,0
375,0.38705936685032527,0
376,0.5918421501953126,1
377,0.4698695096947994,0
378,0.604605018285533,1
379,0.6450175963334561,1
380,0.7018417638653396,1
381,0.7446038622352166,1
382,0.35965370221151294,0
383,0.3015403458402198,0
384,0.22299450246225877,0
385,0.30586905268277426,0
386,0.38872230351262144,0
387,0.5203088735370286,1
388,0.7901158814595014,1
389,0.47177526237075135,0
390,0.1616090963693252,0
391,0.5195485838301325,1
392,0.6738217382481341,1
393,0.42625770556128767,0
394,0.3945732955169441,0
395,0.4420651601010191,0
396,0.6558852385284528,1
397,0.3677138416958273,0
398,0.45371641299452187,0
399,0.5320115011558212,1
400,0.5707854233715203,1
401,0.8003391353594885,1
402,0.556148545457622,1
403,0.5467643828351006,1
404,0.5650168484931912,1
405,0.4266716080495923,0
406,0.7532111952483771,1
407,0.38985504287364503,0
408,0.3035665834179884,0
409,0.5870476626016718,1
410,0.8041740521871185,1
411,0.33858533775077604,0
412,0.4991001108233613,0
413,0.3455527215453137,0
414,0.5431078594913288,1
415,0.20928881871700913,0
416,0.6723696382190814,1
417,0.19750068495675932,0
418,0.47005851821686767,0
419,0.6353878044823246,1
420,0.7235568078434621,1
421,0.2623315454765455,0
422,0.7092666982651387,1
423,0.5807352199834565,1
424,0.6935823904784665,1
425,0.26680795417964015,0
426,0.4182670244368386,0
427,0.635367195547433,1
428,0.467470798206244,0
429,0.47174138000794685,0
430,0.45907668614648656,0
431,0.7193554147725728,1
432,0.622794139226955,1
433,0.66360411512838,1
434,0.5458695426219388,1
435,0.6805476605602621,1
436,0.37369475503681676,0
437,0.6517342702225637,1
438,0.5621765492214076,1
439,0.36197665731144857,0
440,0.34557319953086624,0
441,0.27245935641609037,0
442,0.5618422067198783,1
443,0.5627631721470853,1
444,0.4701150393251164,0
445,0.629248381626542,1
446,0.6527116155739702,1
447,0.24391599318870882,0
448,0.3762474008854133,0
449,0.06764767685124902,0
450,0.13180551096418996,0
451,0.36459580251429446,0
452,0.42262251534974815,0
453,0.7068657812852936,1
454,0.7265164618000748,1
455,0.4739515539135849,0
456,0.5372148720092049,1
457,0.7863823393633996,1
458,0.6461119398796441,1
459,0.49600134560904763,0
460,0.47223212993007957,0
461,0.6246886778296186,1
462,0.17483855413197502,0
463,0.7208238692785701,1
464,0.17914140325794817,0
465,0.5301657023700876,1
466,0.641209078947223,1
467,0.7401251621620715,1
468,0.6756555341122461,1
469,0.6505355435577124,1
470,0.5380525061941572,1
471,0.39877272406991693,0
472,0.4686443524140236,0
473,0.623954563597739,1
474,0.6256192786697289,1
475,0.3707571935773008,0
476,0.3242981752755324,0
477,0.538068952497678,1
478,0.44410673554321917,0
479,0.41792267992613424,0
480,0.594959447755841,1
481,0.8112569003649321,1
482,0.18736961605337082,0
483,0.5561228936603237,1
484,0.39244931722799686,0
485,0.13653891875584587,0
486,0.5270041551207693,1
487,0.7599168722712282,1
488,0.389280891412439,0
489,0.4136247132684582,0
490,0.6200343246740251,1
491,0.5869918091939029,1
492,0.6349831703727229,1
493,0.7786245610089723,1
494,0.33969356987516763,0
495,0.5413331707534037,1
496,0.08641198116637813,0
497,0.7441306987697955,1
498,0.5439982308183894,1
499,0.7100028613492699,1
500,0.3530801482654157,0
501,0.5895486684740233,1
502,0.3871161773097002,0
503,0.408941555586611,0
504,0.4836759523258196,0
505,0.5842931940188487,1
506,0.1985786825554985,0
507,0.37319534628516304,0
508,0.5165166248896164,1
509,0.5441522209549031,1
510,0.6482077226560525,1
511,0.5239633987097259,1
512,0.3504212359296808,0
513,0.7420194112516401,1
514,0.286159438077503,0
515,0.5347127936289384,1
516,0.6435699642794152,1
517,0.5848306336848987,1
518,0.41589554626155484,0
519,0.419546331721766,0
520,0.4109379503410065,0
521,0.43130135788500157,0
522,0.38293348258425547,0
523,0.2319021126956659,0
524,0.4232494233203312,0
525,0.3184920669698332,0
526,0.669358250617889,1
527,0.6331777274802517,1
528,0.5304447825865093,1
529,0.7143246203278277,1
530,0.5634204151750628,1
531,0.31965771263508963,0
532,0.732762808407487,1
533,0.5888015412959505,1
534,0.5416833097183107,1
535,0.5908197280711202,1
536,0.8513144771723926,1
537,0.44018656959709035,0
538,0.7124782821555942,1
539,0.5968928972037206,1
540,0.6328193298534776,1
541,0.5376681851825724,1
542,0.5875217964699887,1
543,0.6519383445635738,1
544,0.4219719262070119,0
545,0.5511655297423821,1
546,0.26208493771360736,0
547,0.4246493573171547,0
548,0.7116799203329031,1
549,0.5229541917638286,1
550,0.5862090972973247,1
551,0.4764731605980111,0
552,0.777602492798653,1
553,0.21950121187416152,0
554,0.3001258446952076,0
555,0.13001259175475305,0
556,0.4177669607147177,0
557,0.6779332057716932,1
558,0.7526543830579929,1
559,0.20891870554352318,0
560,0.47171528770378357,0
561,0.4690280507871235,0
562,0.5780304355977461,1
563,0.6834859782947335,1
564,0.6985524178130522,1
565,0.6433608282684525,1
566,0.49495515758439523,0
567,0.7888684621676014,1
568,0.3333524290888804,0
569,0.49892292575898484,0
570,0.6593566776754796,1
571,0.49272931940633463,0
572,0.7088106599336005,1
573,0.7469855171732723,1
574,0.26867884804079667,0
575,0.665607770330127,1
576,0.4535085921399724,0
577,0.4132100351716393,0
578,0.15537079913344232,0
579,0.3385006993827206,0
580,0.6648975523250243,1
581,0.25609988898157915,0
582,0.7498573963987334,1
583,0.4855022251736213,0
584,0.3307084709821603,0
585,0.29179436313886453,0
586,0.5755463619152176,1
587,0.17260893146349982,0
588,0.7043183443923295,1
589,0.4769904136358976,0
590,0.2927627868524409,0
591,0.5968288803995339,1
592,0.5499913186618003,1
593,0.4717154046645705,0
594,0.30885815279796247,0
595,0.6611195293709903,1
596,0.45339601232157434,0
597,0.6923871002485081,1
598,0.6762295265622031,1
599,0.4333845451527142,0
600,0.5079212249685988,1
601,0.566291654117632,1
602,0.22082482569164957,0
603,0.675338821446055,1
604,0.2867332066263225,0
605,0.21021429054050106,0
606,0.7215336325324312,1
607,0.6260224007362545,1
608,0.5496497708136594,1
609,0.5168982797809887,1
610,0.14508872456889524,0
611,0.7305738584763896,1
612,0.7098758713214744,1
613,0.34064704280923563,0
614,0.314619886386737,0
615,0.4940038287022532,0
616,0.536683513796444,1
617,0.4061965262837578,0
618,0.36221454941639303,0
619,0.5664664854045258,1
620,0.5018147778890476,1
621,0.5382158361320089,1
622,0.33209227016781817,0
623,0.4747289045235181,0
624,0.24561812099152297,0
625,0.7022673654370678,1
626,0.33888397061371345,0
627,0.4937543379109368,0
628,0.5849360145831002,1
629,0.3649673621690356,0
630,0.15917113312017475,0
631,0.5502254545215096,1
632,0.3498707734009239,0
633,0.667399420486163,1
634,0.34075585875009606,0
635,0.44804558971104785,0
636,0.38662579980490713,0
637,0.43049489106814204,0
638,0.2865980632527648,0
639,0.3315892327584864,0
640,0.4297265708768046,0
641,0.3751541047768318,0
642,0.26738415307445756,0
643,0.5830053228554252,1
644,0.4455640892275024,0
645,0.5205163296862984,1
646,0.18752159209373148,0
647,0.4728978656194637,0
648,0.36723379520226185,0
649,0.34444885745021564,0
650,0.6235668948628991,1
651,0.25820933922868894,0
652,0.6470654352261431,1
653,0.6449111708489494,1
654,0.32417447540678657,0
655,0.5007149348994447,1
656,0.713797083584124,1
657,0.28603636638943547,0
658,0.6053893815273562,1
659,0.4118421063748827,0
660,0.326527511905611,0
661,0.2673288459509626,0
662,0.6768477167592807,1
663,0.2709690820765553,0
664,0.28600981234973566,0
665,0.5017034810054506,1
666,0.433075332403608,0
667,0.3610595189321112,0
668,0.26848782387418857,0
669,0.2899020012902673,0
670,0.3912828135596084,0
671,0.5813303361308764,1
672,0.5676551759115166,1
673,0.4588811125630697,0
674,0.332985276584456,0
675,0.18390408149905943,0
676,0.519352516500806,1
677,0.5790066232851848,1
678,0.2875407062795278,0
679,0.45233771738972217,0
680,0.5233273851154178,1
681,0.5515938602501823,1
682,0.6242094092142981,1
683,0.25989530447379405,0
684,0.6746067767687738,1
685,0.3217623636777012,0
686,0.4280449038148043,0
687,0.42122444329513914,0
688,0.7092861806754863,1
689,0.719743850212423,1
690,0.6404792174343609,1
691,0.14578498512220348,0
692,0.3467060247211556,0
693,0.6786500936528814,1
694,0.7189679415129896,1
695,0.40917880166092946,0
696,0.336103491004406,0
697,0.49583515987201143,0
698,0.3796692320773091,0
699,0.49586192004359064,0
700,0.10410399983757834,0
701,0.21055047640103408,0
702,0.6341911709764559,1
703,0.4589771992376858,0
704,0.3051043250935311,0
705,0.6388275875672395,1
706,0.3952888550969172,0
707,0.7211455875031061,1
708,0.4761304072449439,0
709,0.5692607600796825,1
710,0.5736095693794352,1
711,0.15573383313508093,0
712,0.3545507291480212,0
713,0.5016881023514819,1
714,0.32977850320359176,0
715,0.5737292607783216,1
716,0.49379166163547167,0
717,0.17858268428433902,0
718,0.4036443582351562,0
719,0.6472562437091174,1
720,0.5937112489077668,1
721,0.6162536841077438,1
722,0.34771793603205337,0
723,0.506309388199794,1
724,0.17387190309915995,0
725,0.3337091635998753,0
726,0.5796442182743946,1
727,0.49808385875567407,0
728,0.4270531502431648,0
729,0.7966964250059618,1
730,0.3670668132842421,0
731,0.5806723318993408,1
732,0.5080451957855617,1
733,0.5719092500406058,1
734,0.5949102548372883,1
735,0.6104469718815517,1
736,0.11065180475484811,0
737,0.212919956870765,0
738,0.6282281986476694,1
739,0.4969833190854073,0
740,0.3868516167234968,0
741,0.6159428982723211,1
742,0.45738256083913,0
743,0.5633539495411278,1
744,0.3551829870673535,0
745,0.670081686843969,1
746,0.5626791046309788,1
747,0.041561826562586376,0
748,0.37854202107992996,0
749,0.35691103169895083,0
750,0.6548368251492244,1
751,0.48278142216166464,0
752,0.5341225032525172,1
753,0.22195464096943934,0
754,0.5944453432455122,1
755,0.7588784857896997,1
756,0.27177765388932035,0
757,0.46532165796909386,0
758,0.2658111641402318,0
759,0.2882729097085479,0
760,0.5762778043694795,1
761,0.5857965399606269,1
762,0.6876766125309619,1
763,0.4873719433333376,0
764,0.6864660975884644,1
765,0.18801191055228464,0
766,0.7419781059734962,1
767,0.5041690589331207,1
768,0.14699251810962885,0
769,0.4610035617182879,0
770,0.6970303715467173,1
771,0.4341432397263393,0
772,0.5948771805103268,1
773,0.6357294534715658,1
774,0.6083814459857244,1
775,0.5161929263403692,1
776,0.6739392970692922,1
777,0.2944722905390717,0
778,0.5307766628149364,1
779,0.48060521955040436,0
780,0.6873515362645785,1
781,0.5218754709773337,1
782,0.5516321460713256,1
783,0.7104904596733116,1
784,0.3961728798397003,0
785,0.40104156373580174,0
786,0.48035527886527074,0
787,0.4875366681133346,0
788,0.26853354123384676,0
789,0.6240307717659159,1
790,0.3480917844336637,0
791,0.5111027681549725,1
792,0.43313313319390195,0
793,0.6714473311075233,1
794,0.5411798485371653,1
795,0.3185071130354757,0
796,0.6453454575615762,1
797,0.5669106634605345,1
798,0.2927307513534204,0
799,0.7408911726709089,1
800,0.39344234764706565,0
801,0.48888694685877443,0
802,0.67527039656193,1
803,0.4488566499445151,0
804,0.664201931416439,1
805,0.39311941174475745,0
806,0.5413666248523721,1
807,0.6466375330574604,1
808,0.20044997463213707,0
809,0.5239012893977447,1
810,0.7031133322126517,1
811,0.4020561812261373,0
812,0.8016139106581966,1
813,0.7741179196328624,1
814,0.7252649649334839,1
815,0.7118427023889216,1
816,0.4506069541999988,0
817,0.47689929697414324,0
818,0.6341307436824462,1
819,0.5109211911604814,1
820,0.3216232540560472,0
821,0.2393936800138367,0
822,0.313346073926235,0
823,0.557828048083935,1
824,0.6253616031506142,1
825,0.12205470737221048,0
826,0.5521670668598617,1
827,0.6201206669053377,1
828,0.5499586316969952,1
829,0.3839152045963257,0
830,0.40061574445705533,0
831,0.7309228759712199,1
832,0.6665386422291555,1
833,0.18432887067787834,0
834,0.5752151787208322,1
835,0.5419051295490576,1
836,0.669602621569199,1
837,0.48396027314258905,0
838,0.21290257501586735,0
839,0.5487225079163017,1
840,0.6919023153910434,1
841,0.18626786621250485,0
842,0.5578366429913748,1
843,0.3027538871966766,0
844,0.4080873878713285,0
845,0.23207593684828318,0
846,0.5450106049284518,1
847,0.644596060032376,1
848,0.292002692187381,0
849,0.25787694487722806,0
850,0.30104020384419167,0
851,0.5943607784099524,1
852,0.6211278276180533,1
853,0.6991827048946982,1
854,0.5230607620426332,1
855,0.458497659051697,0
856,0.5985282391499837,1
857,0.6472527347330294,1
858,0.5835310781824121,1
859,0.18917373237697901,0
860,0.6737764935198561,1
861,0.5628477989535028,1
862,0.44187889529332824,0
863,0.4043367032763506,0
864,0.16242686333152562,0
865,0.2947380894024685,0
866,0.4736521815276945,0
867,0.7249449346301785,1
868,0.6324729646583233,1
869,0.5315628511270833,1
870,0.31993338602769644,0
871,0.14684167867457487,0
872,0.566235859090346,1
873,0.37639156410819974,0
874,0.47458573253048086,0
875,0.28191803264643206,0
876,0.6849998000614939,1
877,0.5524092593744766,1
878,0.42038151706964494,0
879,0.20217078668423957,0
880,0.29845045774590667,0
881,0.37369997674682004,0
882,0.6451363893908694,1
883,0.3992726026974873,0
884,0.1957719541584507,0
885,0.4067550684582794,0
886,0.671788588041663,1
887,0.7061595328257072,1
888,0.4814199308796588,0
889,0.7447559313969084,1
890,0.6114981887307825,1
891,0.503372596793905,1
892,0.43005772731716474,0
893,0.8356296801101597,1
894,0.38603367084610635,0
895,0.6601749245911801,1
896,0.37310160509535156,0
897,0.36911775454894963,0
898,0.7788808370027015,1
899,0.6174663743315499,1
900,0.5696953442944822,1
901,0.7261466426473199,1
902,0.306122563206007,0
903,0.5396105729435919,1
904,0.2122429078113717,0
905,0.3154884811012276,0
906,0.5675678649243703,1
907,0.2965272930605505,0
908,0.6577940213090812,1
909,0.5274108940888209,1
910,0.43753368515900604,0
911,0.6723093030895864,1
912,0.1971531814854434,0
913,0.4066759167470472,0
914,0.44544941952687656,0
915,0.7021423517171047,1
916,0.4875826758450004,0
917,0.41931935466652026,0
918,0.3289396442387008,0
919,0.693233902720291,1
920,0.15667560441326198,0
921,0.12948311415540645,0
922,0.48474919286377993,0
923,0.5621093472255381,1
924,0.6807748582809746,1
925,0.7884437207389208,1
926,0.26466022592573923,0
927,0.6524591250946856,1
928,0.2250059053059087,0
929,0.6493322090689868,1
930,0.30099026441100324,0
931,0.21411767667114462,0
932,0.4069182704326001,0
933,0.8110151301649697,1
934,0.6679303509087982,1
935,0.4203652629591652,0
936,0.6196801585566609,1
937,0.5650189912137757,1
938,0.08151337550231245,0
939,0.5317978142847684,1
940,0.24600460721634607,0
941,0.506705982953945,1
942,0.5517132286374808,1
943,0.7018707284776389,1
944,0.4653985288622052,0
945,0.1782145934973411,0
946,0.2479945363244408,0
947,0.6247947738219057,1
948,0.6391919498039852,1
949,0.3322555885453796,0
950,0.48522757750639833,0
951,0.6424378920794594,1
952,0.6884972015265522,1
953,0.21811214970131262,0
954,0.7005499198176505,1
955,0.3576466328037169,0
956,0.20892338064162266,0
957,0.642777187794175,1
958,0.34394570707122984,0
959,0.48850985258153257,0
960,0.29379875458857774,0
961,0.7711758060065226,1
962,0.7642110746880394,1
963,0.5525709823427352,1
964,0.4683046767674398,0
965,0.2560283148198189,0
966,0.37301132161303047,0
967,0.36711338754924866,0
968,0.534836305533665,1
969,0.31853094145357963,0
970,0.5423982785165741,1
971,0.43539534735739494,0
972,0.5012251584690874,1
973,0.5549171586452148,1
974,0.5301109058159567,1
975,0.5421021320280027,1
976,0.7078007553959157,1
977,0.7969422413912012,1
978,0.35567398506171916,0
979,0.5551399293855083,1
980,0.3930854634791136,0
981,0.3601917425906182,0
982,0.43543383622117804,0
983,0.38830362147492536,0
984,0.44822988850050893,0
985,0.5238722934096612,1
986,0.5915120027047028,1
987,0.5027821795714622,1
988,0.2111088430805948,0
989,0.4394175922192731,0
990,0.6625027026623256,1
991,0.46351442197032544,0
992,0.4360926601509543,0
993,0.33069580147913646,0
994,0.32795386491053796,0
995,0.23461118982104623,0
996,0.46893667470459166,0
997,0.6691750407949036,1
998,0.42510429428729285,0
999,0.6390225949219102,1
1000,0.25224598850968716,0
1001,0.5485912536106722,1
1002,0.32361980392265477,0
1003,0.45268099595816996,0
1004,0.41461318604434133,0
1005,0.21366931439690884,0
1006,0.6035915892497907,1
1007,0.7358373579442001,1
1008,0.3913892924807778,0
1009,0.7453464189483089,1
1010,0.6354424165058054,1
1011,0.5778151061650867,1
1012,0.31267100928509284,0
1013,0.44972012009667095,0
1014,0.6866659182186756,1
1015,0.4008681653672574,0
1016,0.5902344231179836,1
1017,0.22803330148853443,0
1018,0.3728472175881085,0
1019,0.6443769956067811,1
1020,0.37327337041062225,0
1021,0.3627414909034876,0
1022,0.19583893713765263,0
1023,0.4074422347728986,0
1024,0.4968948618908992,0
1025,0.7179850614476581,1
1026,0.649863514002314,1
1027,0.5373533141721917,1
1028,0.5274805169257486,1
1029,0.3807662977573746,0
1030,0.6797300567495171,1
1031,0.4470558015756977,0
1032,0.4376717662666486,0
1033,0.5945130145669976,1
1034,0.15490563346112143,0
1035,0.6145268787825491,1
1036,0.5989275034046202,1
1037,0.45709465385655895,0
1038,0.4225382195039735,0
1039,0.13281604562307014,0
1040,0.3068355176331334,0
1041,0.42947129591718064,0
1042,0.5478663003359348,1
1043,0.24247766797726772,0
1044,0.2721340815682982,0
1045,0.43107362567127433,0
1046,0.3599145998561241,0
1047,0.20487180351213707,0
1048,0.6055431514673862,1
1049,0.43128911563156463,0
1050,0.292706205194488,0
1051,0.49899215088932464,0
1052,0.34074209283721263,0
1053,0.36383215260590823,0
1054,0.6761190850801347,1
1055,0.16764248701131887,0
1056,0.5906506373514615,1
1057,0.6769642352233867,1
1058,0.43825282556348377,0
1059,0.4962443546494147,0
1060,0.37501667498158614,0
1061,0.419085478528957,0
1062,0.159614331645924,0
1063,0.3288068236614257,0
1064,0.3641797793097203,0
1065,0.33979684794318693,0
1066,0.6850407013244931,1
1067,0.664543957469588,1
1068,0.5830370289634692,1
1069,0.573685602458817,1
1070,0.45181361079682075,0
1071,0.45960981699968223,0
1072,0.634054520025756,1
1073,0.5314325246508963,1
1074,0.40175164785893736,0
